FIPS,Population,< 18,African American,American Indian/ Alaskan Native,Asian,Native Hawaiian/ Other Pacific Islander,Hispanic,Non-hispanic white,Household Income,% Free Lunch,"Percent of adults with less than a high school diploma, 2014-18","Percent of adults with a high school diploma only, 2014-18","Percent of adults completing some college or associates degree, 2014-18","Percent of adults with a bachelors degree or higher, 2014-18",PercentPoverty,PercentYouthPoverty,PercentInfantPoverty0-4,Per-pupil-Spending,Total-Spending,Instructor-spending-per-pupil,Instructor-spending,SupportServices-per-pupil,SupportServices,MN,AB,AP
1001,55267,26.0,18.3,0.5,0.9,0.1,2.6,76,48863.0,36.0,11.3,32.6,28.4,27.7,13.8,19.3,19.5,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1003,186717,22.8,9.6,0.7,0.8,0.1,4.5,83,50144.0,37.0,9.7,27.6,31.3,31.3,9.8,13.9,13.1,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1005,27119,21.8,46.4,0.6,0.4,0.2,5.3,47,30117.0,66.0,27.0,35.7,25.1,12.2,30.9,43.9,36.7,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1007,22766,22.1,22.2,0.3,0.1,0.1,2.0,75,37347.0,54.0,16.8,47.3,24.4,11.5,21.8,27.8,26.3,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1009,57677,24.4,1.7,0.6,0.2,0.1,8.6,88,41940.0,44.0,19.8,34.0,33.5,12.6,13.2,18.0,15.5,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1011,10542,21.9,68.3,0.9,0.2,0.8,7.7,23,26038.0,90.0,24.8,39.7,22.3,13.3,42.5,68.3,66.5,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1013,20650,23.6,43.2,0.4,0.9,0.1,1.1,54,30489.0,68.0,15.4,43.9,24.6,16.1,24.5,36.3,35.3,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1015,117797,22.8,20.6,0.5,0.8,0.1,3.4,73,39060.0,51.0,15.9,32.4,33.7,18.0,19.5,26.5,24.1,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1017,33939,22.3,38.5,0.2,0.6,0.0,1.7,58,33500.0,65.0,18.6,38.4,29.7,13.2,18.7,30.7,30.3,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1019,26057,21.1,4.9,0.6,0.2,0.0,1.4,92,34738.0,51.0,19.8,38.3,29.0,12.9,16.3,24.7,22.2,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1021,43895,24.8,9.9,0.5,0.3,0.2,7.8,81,38833.0,52.0,17.8,44.1,24.0,14.2,17.3,23.3,22.7,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1023,13609,22.1,43.2,0.1,0.2,0.0,0.6,55,32940.0,68.0,18.6,38.2,30.2,13.0,22.1,32.1,29.2,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1025,25695,24.2,43.8,0.4,0.4,0.0,1.2,54,32642.0,60.0,18.8,43.7,24.9,12.6,22.8,31.7,31.4,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1027,13862,22.3,15.0,0.4,0.2,0.0,2.9,80,32454.0,52.0,24.5,36.3,29.1,10.2,17.6,25.8,25.0,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1029,14835,23.4,3.9,0.4,0.2,0.1,2.4,92,39153.0,49.0,22.6,39.6,24.1,13.7,16.0,22.9,22.9,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1031,50526,24.1,17.0,1.5,1.3,0.5,6.4,72,42173.0,36.0,13.8,27.9,34.9,23.4,13.8,21.9,20.1,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1033,54512,21.9,16.2,0.5,0.5,0.0,2.2,79,37269.0,44.0,15.6,36.0,29.7,18.7,13.8,21.0,19.3,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1035,13105,22.4,46.2,0.4,0.2,0.0,1.5,51,26914.0,81.0,19.2,48.8,21.3,10.7,24.4,40.1,38.9,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1037,10713,21.0,30.7,0.6,0.2,0.1,2.2,66,34391.0,65.0,20.4,38.6,29.5,11.6,18.9,30.1,30.5,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1039,38058,22.4,12.8,0.6,0.5,0.0,1.4,84,32138.0,47.0,17.1,35.4,32.5,14.9,19.9,29.5,30.2,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1041,13911,23.6,24.0,0.4,1.8,0.1,1.7,71,34534.0,50.0,21.6,38.8,24.0,15.6,19.5,30.8,29.3,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1043,80536,22.9,1.3,0.6,0.5,0.0,4.5,92,39395.0,45.0,18.2,35.6,32.4,13.7,14.5,19.7,19.8,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1045,50044,24.5,19.3,0.9,1.2,0.1,5.6,71,41568.0,52.0,14.2,32.7,36.1,17.0,16.2,24.4,24.4,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1047,43332,26.3,69.0,0.2,0.4,0.0,0.8,29,25859.0,77.0,19.3,35.2,30.4,15.1,31.4,48.0,45.3,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1049,71375,25.6,1.8,2.2,0.4,0.8,14.0,81,35487.0,59.0,25.9,33.3,28.1,12.7,21.3,29.6,29.6,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1051,80162,23.0,20.9,0.4,0.7,0.1,2.8,74,54866.0,41.0,13.6,32.8,29.0,24.5,11.2,16.3,15.8,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1053,38095,22.7,31.9,3.4,0.3,0.1,2.0,61,32838.0,62.0,18.5,44.5,24.4,12.7,23.6,32.8,31.5,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1055,104303,22.9,15.3,0.6,0.7,0.3,3.5,79,34927.0,49.0,15.5,32.9,33.9,17.7,17.5,28.8,25.1,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1057,17182,21.7,11.6,0.4,0.3,0.0,1.4,86,32648.0,48.0,17.6,41.5,27.9,12.9,23.5,37.4,39.1,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1059,31884,24.6,4.1,1.5,0.3,0.1,15.1,79,33705.0,57.0,23.2,36.8,27.1,12.9,19.2,30.1,28.8,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1061,26781,22.0,9.9,0.9,0.3,0.1,3.4,84,33835.0,54.0,20.9,37.2,30.8,11.1,21.3,29.5,26.8,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1063,8921,24.0,80.1,0.2,0.2,0.0,0.9,18,24738.0,87.0,24.1,36.8,29.0,10.1,30.1,44.0,42.5,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1065,15421,24.1,58.0,0.2,0.3,0.0,1.1,40,31044.0,68.0,16.4,42.6,26.9,14.1,25.6,35.6,34.0,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1067,17412,22.6,28.1,0.4,0.4,0.0,2.5,68,39788.0,53.0,19.8,33.5,28.7,18.0,17.9,27.2,24.4,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1069,102369,24.3,25.9,0.5,0.9,0.1,3.1,68,40428.0,54.0,14.3,31.6,33.0,21.0,16.5,21.9,21.7,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1071,53291,22.1,3.5,1.5,0.4,0.1,2.6,90,36746.0,50.0,17.5,40.8,27.5,14.2,19.7,26.8,22.9,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1073,658931,23.5,41.9,0.4,1.5,0.1,4.0,51,42053.0,43.0,10.3,26.8,30.6,32.4,16.1,22.6,21.1,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1075,14311,22.1,11.5,0.2,0.1,0.0,1.3,86,34731.0,50.0,17.6,39.9,30.0,12.5,17.4,25.3,23.1,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1077,92781,21.3,10.1,0.4,0.8,0.1,2.4,85,40195.0,42.0,12.6,36.0,27.5,23.9,14.0,17.9,16.0,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1079,34117,22.8,11.6,5.7,0.2,0.0,1.9,77,38132.0,50.0,21.0,41.5,25.8,11.7,19.3,31.4,33.2,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1081,143468,21.8,22.7,0.4,2.7,0.1,3.4,70,42539.0,40.0,9.5,24.1,32.3,34.1,19.0,19.3,19.2,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1083,85369,23.6,13.0,0.9,1.2,0.2,5.7,78,46760.0,39.0,15.7,30.3,28.5,25.5,11.4,15.8,15.8,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1085,11147,24.2,72.4,0.2,0.3,0.0,1.1,25,28043.0,91.0,22.5,38.6,24.8,14.1,25.1,39.6,40.1,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1087,21182,19.5,80.8,0.2,0.4,0.0,1.8,16,27591.0,98.0,18.3,30.1,30.9,20.7,30.2,39.7,39.0,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1089,340111,23.3,24.0,0.8,2.5,0.1,4.7,66,55298.0,32.0,8.9,20.8,28.6,41.7,11.9,16.9,15.2,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1091,20692,24.0,51.4,0.2,0.3,0.2,1.7,46,31995.0,62.0,16.2,39.8,28.6,15.4,24.0,34.5,33.1,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1093,30663,21.5,4.2,0.4,0.2,0.1,2.2,92,30926.0,48.0,20.3,34.8,31.7,13.1,20.2,27.4,25.9,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1095,94166,25.0,1.9,1.2,0.6,0.2,12.5,83,38876.0,49.0,19.1,31.1,30.5,19.2,18.3,27.9,26.9,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1097,412577,24.9,34.7,0.9,1.9,0.1,2.5,59,41867.0,63.0,13.8,33.5,29.8,22.9,20.8,31.4,30.4,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1099,22760,24.9,41.4,1.1,0.4,0.0,1.1,55,31072.0,61.0,16.3,46.1,23.5,14.1,21.9,31.6,30.1,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1101,232032,24.8,54.6,0.4,2.1,0.1,3.6,38,42962.0,65.0,14.4,25.5,28.0,32.1,20.1,31.3,31.9,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1103,119953,23.8,12.1,1.1,0.6,0.1,7.8,77,43615.0,37.0,16.7,29.6,32.0,21.7,13.2,20.1,18.5,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1105,10373,24.2,67.6,0.2,0.3,0.0,1.3,30,22175.0,97.0,21.9,39.4,22.9,15.7,35.3,52.8,49.7,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1107,19349,23.0,41.2,0.2,0.2,0.4,1.7,56,31079.0,68.0,19.4,36.7,30.4,13.5,23.1,30.8,29.9,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1109,32915,20.0,36.6,0.6,1.8,0.1,2.4,57,32345.0,62.0,19.0,33.3,24.2,23.6,23.6,30.6,29.5,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1111,22787,23.5,20.3,0.4,0.3,0.0,2.9,75,34517.0,58.0,21.2,36.3,27.5,14.9,19.7,31.4,28.7,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1113,54572,24.8,41.2,0.5,0.6,0.2,4.1,52,32632.0,62.0,16.7,32.3,34.5,16.5,21.7,31.6,32.6,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1115,84398,23.6,8.9,0.4,0.7,0.1,2.2,87,48040.0,42.0,15.2,36.0,32.3,16.5,12.0,15.0,14.0,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1117,197936,25.3,11.2,0.4,2.0,0.1,6.0,80,66362.0,23.0,7.8,20.3,29.7,42.1,8.0,8.9,8.2,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1119,13478,21.3,73.2,0.1,0.3,0.0,0.9,25,23531.0,86.0,15.8,37.8,24.6,21.8,34.7,48.1,53.2,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1121,81664,23.1,31.8,0.4,0.4,0.0,2.1,64,33856.0,63.0,19.0,34.9,31.8,14.3,19.3,26.4,24.1,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1123,41623,22.0,26.5,0.4,0.5,0.0,2.7,69,37686.0,54.0,19.5,32.9,29.2,18.3,19.7,30.7,33.6,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1125,197211,21.2,29.8,0.3,1.3,0.1,3.1,65,42086.0,48.0,11.6,29.9,28.3,30.3,16.8,20.9,19.9,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1127,66661,22.3,6.1,0.4,0.3,0.1,2.1,90,35423.0,47.0,19.1,37.1,32.2,11.6,17.9,24.7,24.0,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1129,17344,24.8,25.0,7.6,0.1,0.1,1.0,65,39203.0,52.0,19.6,43.2,26.1,11.1,17.6,25.8,24.5,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1131,11482,26.3,71.7,0.1,0.1,0.0,0.7,27,20990.0,96.0,23.1,40.3,24.1,12.5,33.4,50.6,50.5,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
1133,24327,21.6,1.0,0.9,0.3,0.2,2.8,94,31018.0,46.0,21.9,37.4,27.3,13.5,18.6,27.6,26.2,"$9,236.00","$6,907,539.00","$5,257.00","$3,865,453.00","$3,321.00","$2,439,634.00",269,60,20
2013,3172,11.5,7.1,25.2,37.8,0.6,12.8,14,51289.0,38.0,13.6,40.2,33.4,12.7,15.5,12.5,12.0,"$17,510.00","$2,327,151.00","$9,449.00","$1,251,738.00","$7,427.00","$983,877.00",282,72,33
2016,5504,13.9,6.3,15.4,30.0,2.0,14.0,31,59362.0,13.0,11.2,40.5,31.9,16.4,10.0,8.1,7.8,"$17,510.00","$2,327,151.00","$9,449.00","$1,251,738.00","$7,427.00","$983,877.00",282,72,33
2020,295570,25.7,5.3,8.2,8.4,2.1,7.9,62,71237.0,32.0,6.2,23.8,34.7,35.3,9.5,12.1,11.0,"$17,510.00","$2,327,151.00","$9,449.00","$1,251,738.00","$7,427.00","$983,877.00",282,72,33
2050,17416,36.2,0.6,81.7,1.0,0.2,1.4,12,43314.0,67.0,18.6,45.2,23.9,12.3,32.7,41.2,38.9,"$17,510.00","$2,327,151.00","$9,449.00","$1,251,738.00","$7,427.00","$983,877.00",282,72,33
2060,1030,22.9,0.2,32.6,0.9,0.3,2.8,48,61905.0,33.0,5.6,34.9,37.2,22.3,11.2,15.2,16.8,"$17,510.00","$2,327,151.00","$9,449.00","$1,251,738.00","$7,427.00","$983,877.00",282,72,33
2068,1855,21.9,0.9,3.7,1.1,0.1,2.6,88,68899.0,0.0,1.6,26.1,28.8,43.5,6.9,7.3,7.0,"$17,510.00","$2,327,151.00","$9,449.00","$1,251,738.00","$7,427.00","$983,877.00",282,72,33
2070,4975,32.7,0.4,70.7,0.7,0.1,2.3,18,46427.0,64.0,12.7,39.2,28.8,19.3,22.0,31.6,30.1,"$17,510.00","$2,327,151.00","$9,449.00","$1,251,738.00","$7,427.00","$983,877.00",282,72,33
2090,99192,25.3,4.6,7.2,2.8,0.4,6.3,73,64396.0,16.0,5.5,22.3,39.7,32.6,8.6,9.4,8.6,"$17,510.00","$2,327,151.00","$9,449.00","$1,251,738.00","$7,427.00","$983,877.00",282,72,33
2100,2554,19.9,0.6,9.4,0.8,0.0,2.3,82,51350.0,40.0,3.0,30.0,29.5,37.4,10.5,16.4,14.2,"$17,510.00","$2,327,151.00","$9,449.00","$1,251,738.00","$7,427.00","$983,877.00",282,72,33
2110,32164,23.2,1.1,12.0,6.1,0.7,5.4,67,74219.0,22.0,3.9,20.4,36.2,39.5,7.3,8.5,7.4,"$17,510.00","$2,327,151.00","$9,449.00","$1,251,738.00","$7,427.00","$983,877.00",282,72,33
2122,56293,23.4,0.6,7.5,1.2,0.3,3.2,83,60360.0,28.0,7.2,32.2,37.3,23.3,12.4,14.5,13.5,"$17,510.00","$2,327,151.00","$9,449.00","$1,251,738.00","$7,427.00","$983,877.00",282,72,33
2130,13593,23.8,0.7,14.3,7.1,0.2,4.3,66,59092.0,32.0,7.3,29.9,38.3,24.5,9.1,12.5,11.0,"$17,510.00","$2,327,151.00","$9,449.00","$1,251,738.00","$7,427.00","$983,877.00",282,72,33
2150,13872,28.3,1.0,13.4,19.9,0.8,7.9,52,66935.0,35.0,10.1,31.3,32.6,26.0,8.2,9.9,8.8,"$17,510.00","$2,327,151.00","$9,449.00","$1,251,738.00","$7,427.00","$983,877.00",282,72,33
2164,1668,29.2,1.0,62.5,0.3,0.3,3.3,23,47612.0,63.0,14.5,41.9,27.9,15.8,18.2,23.7,25.2,"$17,510.00","$2,327,151.00","$9,449.00","$1,251,738.00","$7,427.00","$983,877.00",282,72,33
2170,91946,28.4,1.1,5.8,1.4,0.3,3.9,82,68999.0,26.0,7.6,32.2,39.0,21.2,10.4,11.8,10.4,"$17,510.00","$2,327,151.00","$9,449.00","$1,251,738.00","$7,427.00","$983,877.00",282,72,33
2180,9856,34.1,0.5,74.6,1.1,0.1,1.6,17,44766.0,72.0,15.9,42.9,26.6,14.6,22.0,26.9,25.6,"$17,510.00","$2,327,151.00","$9,449.00","$1,251,738.00","$7,427.00","$983,877.00",282,72,33
2185,9503,24.2,1.1,53.4,4.8,1.2,3.0,33,73744.0,34.0,10.2,43.0,30.2,16.6,11.1,15.2,14.5,"$17,510.00","$2,327,151.00","$9,449.00","$1,251,738.00","$7,427.00","$983,877.00",282,72,33
2188,7733,35.1,0.6,80.1,0.6,0.2,1.1,12,54680.0,71.0,18.1,47.3,22.8,11.7,21.1,27.7,25.3,"$17,510.00","$2,327,151.00","$9,449.00","$1,251,738.00","$7,427.00","$983,877.00",282,72,33
2220,8952,23.0,0.8,17.1,6.0,0.4,5.0,64,61956.0,29.0,6.0,28.3,33.0,32.6,7.7,8.8,7.3,"$17,510.00","$2,327,151.00","$9,449.00","$1,251,738.00","$7,427.00","$983,877.00",282,72,33
2240,7132,26.2,1.3,11.5,1.0,0.4,3.7,78,55617.0,32.0,9.8,32.6,38.5,19.1,13.4,17.7,17.2,"$17,510.00","$2,327,151.00","$9,449.00","$1,251,738.00","$7,427.00","$983,877.00",282,72,33
2261,9770,24.3,0.8,13.4,4.1,0.6,3.9,71,63887.0,25.0,4.0,32.7,32.7,30.6,9.7,12.1,11.7,"$17,510.00","$2,327,151.00","$9,449.00","$1,251,738.00","$7,427.00","$983,877.00",282,72,33
2282,646,23.5,0.3,35.6,5.0,2.0,2.8,39,47575.0,71.0,8.2,38.4,33.5,20.0,13.1,15.3,15.6,"$17,510.00","$2,327,151.00","$9,449.00","$1,251,738.00","$7,427.00","$983,877.00",282,72,33
2290,5656,27.7,0.4,70.2,0.3,0.1,1.4,22,33578.0,27.0,14.3,40.3,32.0,13.4,23.7,31.4,28.2,"$17,510.00","$2,327,151.00","$9,449.00","$1,251,738.00","$7,427.00","$983,877.00",282,72,33
4001,72401,31.5,0.9,71.6,0.4,0.1,6.8,20,30837.0,25.0,20.4,33.1,34.8,11.7,37.3,47.3,44.7,"$7,613.00","$7,276,067.00","$4,077.00","$3,872,250.00","$3,105.00","$2,913,176.00",280,69,31
4003,133289,22.7,4.1,1.7,2.1,0.4,32.6,58,41237.0,43.0,12.8,23.5,40.7,23.0,15.1,22.8,23.2,"$7,613.00","$7,276,067.00","$4,077.00","$3,872,250.00","$3,105.00","$2,913,176.00",280,69,31
4005,134511,23.1,1.3,27.4,1.6,0.2,13.9,55,45051.0,29.0,10.4,21.4,32.6,35.6,15.9,17.3,17.7,"$7,613.00","$7,276,067.00","$4,077.00","$3,872,250.00","$3,105.00","$2,913,176.00",280,69,31
4007,53144,21.4,0.6,15.4,0.6,0.1,18.4,65,35898.0,42.0,14.7,28.6,38.2,18.5,20.4,33.6,32.9,"$7,613.00","$7,276,067.00","$4,077.00","$3,872,250.00","$3,105.00","$2,913,176.00",280,69,31
4009,37147,28.0,1.9,14.7,0.6,0.2,30.8,52,40548.0,30.0,14.4,29.9,40.5,15.3,20.2,24.4,23.2,"$7,613.00","$7,276,067.00","$4,077.00","$3,872,250.00","$3,105.00","$2,913,176.00",280,69,31
4011,8606,28.8,1.2,3.5,0.7,0.1,47.3,48,51145.0,24.0,11.0,36.2,40.9,11.9,10.5,11.7,11.4,"$7,613.00","$7,276,067.00","$4,077.00","$3,872,250.00","$3,105.00","$2,913,176.00",280,69,31
4012,20419,18.2,0.7,17.0,0.7,0.1,24.5,61,30679.0,59.0,22.7,33.0,32.0,12.4,23.7,31.8,32.2,"$7,613.00","$7,276,067.00","$4,077.00","$3,872,250.00","$3,105.00","$2,913,176.00",280,69,31
4013,3880244,26.0,4.7,2.7,3.7,0.3,30.0,58,50785.0,33.0,12.6,22.6,32.8,32.0,12.3,18.2,17.0,"$7,613.00","$7,276,067.00","$4,077.00","$3,872,250.00","$3,105.00","$2,913,176.00",280,69,31
4015,202351,20.2,1.0,2.7,1.2,0.2,15.2,79,35998.0,50.0,14.7,34.8,37.6,12.9,16.8,26.9,25.7,"$7,613.00","$7,276,067.00","$4,077.00","$3,872,250.00","$3,105.00","$2,913,176.00",280,69,31
4017,107398,29.2,1.1,43.4,0.6,0.1,11.1,43,32425.0,39.0,17.2,30.1,36.9,15.8,28.5,40.2,40.7,"$7,613.00","$7,276,067.00","$4,077.00","$3,872,250.00","$3,105.00","$2,913,176.00",280,69,31
4019,989569,22.7,3.2,4.2,2.8,0.2,35.1,55,44102.0,40.0,11.7,22.5,34.0,31.9,16.2,22.2,21.4,"$7,613.00","$7,276,067.00","$4,077.00","$3,872,250.00","$3,105.00","$2,913,176.00",280,69,31
4021,382992,26.1,4.3,6.6,1.9,0.5,28.7,59,45170.0,41.0,14.6,29.7,36.8,19.0,12.9,17.5,16.7,"$7,613.00","$7,276,067.00","$4,077.00","$3,872,250.00","$3,105.00","$2,913,176.00",280,69,31
4023,47676,30.0,0.3,1.3,0.7,0.1,82.7,16,35500.0,66.0,24.4,27.2,27.4,21.0,24.4,36.0,34.5,"$7,613.00","$7,276,067.00","$4,077.00","$3,872,250.00","$3,105.00","$2,913,176.00",280,69,31
4025,211888,18.5,0.7,2.0,0.9,0.1,13.9,82,41437.0,35.0,9.7,25.7,39.4,25.2,13.2,19.2,17.9,"$7,613.00","$7,276,067.00","$4,077.00","$3,872,250.00","$3,105.00","$2,913,176.00",280,69,31
4027,200870,27.6,1.8,2.2,1.5,0.2,60.1,35,37894.0,34.0,27.9,25.9,31.4,14.8,19.5,28.3,26.6,"$7,613.00","$7,276,067.00","$4,077.00","$3,872,250.00","$3,105.00","$2,913,176.00",280,69,31
5001,18892,23.4,24.4,0.3,0.5,0.0,3.0,71,37922.0,54.0,17.0,38.3,29.2,15.5,17.9,24.4,23.6,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5003,21692,24.3,25.9,0.6,0.3,0.1,5.0,68,37170.0,77.0,17.7,39.9,29.2,13.2,19.6,28.8,28.7,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5005,41536,17.9,0.3,0.6,0.5,0.0,1.8,96,33312.0,47.0,11.8,35.0,34.8,18.3,15.1,23.0,21.7,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5007,227556,27.6,1.7,1.8,3.1,0.4,15.7,76,52644.0,37.0,11.9,29.1,26.5,32.4,8.6,12.1,11.0,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5009,37051,22.7,0.5,0.8,0.5,0.1,2.0,95,38411.0,43.0,13.0,33.8,37.2,16.0,14.8,21.5,20.0,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5011,11482,23.6,27.1,1.7,0.3,0.0,13.9,58,31118.0,64.0,18.0,41.6,25.1,15.2,21.7,29.8,28.0,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
